word	score	prompt: sub
gastrocnemius	7.358521	{"ocn": 2, "cne": 52, "miu": 60, "ius": 67, "cn": 105, "nem": 351, "gas": 531, "iu": 1219, "roc": 1390, "emi": 2022, "tro": 2920, "ast": 3232, "str": 3593, "ga": 5763, "oc": 7325, "em": 8854, "us": 11114, "mi": 13679, "tr": 14998, "as": 16255, "ro": 21780, "ne": 24341, "st": 28623}
suivez	7.358446	{"vez": 5, "uiv": 73, "sui": 178, "ez": 435, "ui": 3183, "ive": 3720, "iv": 5894, "su": 7091, "ve": 12649}
tikkun	7.358339	{"kku": 7, "ikk": 27, "kun": 45, "tik": 85, "kk": 167, "ku": 497, "ik": 1699, "un": 14179, "ti": 41397}
myrtle	7.358339	{"yrt": 5, "myr": 75, "rtl": 164, "tle": 1097, "yr": 1188, "my": 1322, "tl": 2350, "rt": 6302, "le": 25286}
eggcrates	7.358069	{"gcr": 6, "ggc": 6, "gc": 33, "egg": 203, "cra": 1446, "gg": 2150, "eg": 3368, "rat": 4233, "tes": 4840, "cr": 6725, "ate": 8405, "ra": 26052, "at": 33338, "te": 33606, "es": 63456}
jiaos	7.357979	{"jia": 10, "iao": 25, "aos": 37, "ao": 280, "ji": 440, "os": 11445, "ia": 11793}
hofbraus	7.357970	{"ofb": 8, "fbr": 9, "hof": 17, "fb": 53, "rau": 301, "aus": 446, "bra": 1330, "of": 1745, "au": 4224, "br": 4386, "us": 11114, "ho": 12783, "ra": 26052}
bashlyk	7.357339	{"lyk": 4, "yk": 97, "hly": 219, "shl": 301, "bas": 711, "ash": 1090, "hl": 1195, "ba": 7263, "sh": 9655, "ly": 11081, "as": 16255}
showjumping	7.357222	{"wju": 4, "owj": 10, "wj": 10, "jum": 109, "how": 288, "mpi": 500, "ump": 703, "ju": 1083, "sho": 1121, "pin": 2002, "ow": 4449, "mp": 5547, "um": 6434, "pi": 8218, "sh": 9655, "ho": 12783, "ing": 27365, "ng": 31814, "in": 55898}
anti-vaxxing	7.356932	{"xxi": 4, "axx": 18, "xx": 23, "vax": 25, "xin": 282, "ax": 941, "xi": 1629, "va": 3835, "nti": 4407, "ant": 5711, "nt": 20842, "an": 27255, "ing": 27365, "ng": 31814, "ti": 41397, "in": 55898}
dowps	7.356721	{"wps": 7, "owp": 57, "wp": 99, "dow": 604, "ps": 3592, "ow": 4449, "do": 6057}
postjudgment	7.356632	{"stj": 3, "tju": 9, "dgm": 28, "tj": 57, "gme": 160, "jud": 194, "udg": 283, "gm": 603, "dg": 957, "ju": 1083, "pos": 1746, "ost": 2127, "ud": 2633, "men": 4225, "ent": 7961, "po": 9502, "os": 11445, "me": 14687, "nt": 20842, "en": 28336, "st": 28623}
zauschnerias	7.356480	{"zau": 2, "usc": 238, "chn": 284, "hne": 317, "aus": 446, "hn": 745, "sch": 919, "ias": 1954, "ner": 2122, "ria": 2308, "za": 2328, "au": 4224, "eri": 5483, "sc": 7227, "us": 11114, "ia": 11793, "ch": 15074, "as": 16255, "ne": 24341, "ri": 27014, "er": 53857}
elmwoods	7.356366	{"lmw": 4, "mwo": 23, "mw": 70, "elm": 153, "ods": 488, "woo": 631, "lm": 928, "ood": 1152, "wo": 2912, "ds": 4535, "od": 5255, "oo": 6917, "el": 14244}
topknots	7.356236	{"pkn": 5, "opk": 11, "pk": 50, "kno": 252, "ots": 558, "kn": 692, "not": 717, "top": 1185, "ot": 9336, "ts": 10527, "no": 10594, "op": 10913, "to": 15280}
guzheng	7.356114	{"uzh": 9, "guz": 14, "zhe": 16, "zh": 51, "uz": 304, "eng": 500, "hen": 1000, "gu": 2868, "he": 15118, "en": 28336, "ng": 31814}
webwheels	7.355851	{"bwh": 6, "ebw": 6, "bw": 55, "web": 115, "whe": 356, "eel": 458, "hee": 665, "els": 741, "wh": 1382, "eb": 2385, "we": 3183, "ls": 4584, "ee": 6626, "el": 14244, "he": 15118}
pocketknives	7.355720	{"tkn": 3, "etk": 7, "tk": 60, "kni": 135, "niv": 154, "poc": 211, "ket": 618, "kn": 692, "ves": 1140, "cke": 1471, "ock": 1553, "ive": 3720, "iv": 5894, "ke": 6801, "ck": 7116, "oc": 7325, "po": 9502, "ve": 12649, "et": 13963, "ni": 15928, "es": 63456}
segfaults	7.355535	{"egf": 4, "gfa": 12, "gf": 100, "seg": 113, "fau": 155, "lts": 160, "aul": 343, "ult": 1445, "lt": 2925, "eg": 3368, "fa": 3401, "au": 4224, "ul": 9579, "ts": 10527, "se": 24344}
baju	7.355533	{"aju": 15, "baj": 19, "aj": 340, "ju": 1083, "ba": 7263}
levy	7.355250	{"evy": 9, "vy": 120, "lev": 294, "ev": 2630, "le": 25286}
longcloth	7.355084	{"gcl": 4, "ngc": 17, "gc": 33, "lot": 715, "clo": 806, "lon": 926, "ong": 1150, "oth": 1244, "cl": 4109, "ot": 9336, "th": 11453, "lo": 14583, "ng": 31814, "on": 34070}
pyned	7.354913	{"pyn": 6, "yne": 279, "py": 1116, "yn": 1495, "ned": 1611, "ne": 24341, "ed": 27846}
maxixes	7.354910	{"xix": 4, "max": 131, "ixe": 208, "axi": 358, "xes": 558, "ix": 657, "ax": 941, "xe": 1283, "xi": 1629, "ma": 13966, "es": 63456}
showjumpers	7.354620	{"wju": 4, "owj": 10, "wj": 10, "jum": 109, "how": 288, "ump": 703, "mpe": 942, "ju": 1083, "sho": 1121, "ow": 4449, "mp": 5547, "per": 5649, "um": 6434, "sh": 9655, "ers": 11175, "ho": 12783, "pe": 13090, "rs": 15538, "er": 53857}
catjangs	7.354593	{"atj": 4, "tja": 24, "tj": 57, "jan": 113, "ja": 1254, "ang": 1972, "cat": 2854, "ngs": 4650, "gs": 5319, "ca": 15651, "an": 27255, "ng": 31814, "at": 33338}
staffman	7.354232	{"ffm": 6, "fma": 10, "fm": 24, "taf": 116, "aff": 704, "af": 1859, "ff": 2654, "man": 2896, "sta": 3111, "ma": 13966, "ta": 15325, "an": 27255, "st": 28623}
fuzzy-wuzzy	7.354045	{"wuz": 7, "zzy": 31, "fuz": 41, "wu": 124, "uzz": 163, "uz": 304, "zy": 341, "zz": 741, "fu": 2991}
quohog	7.353998	{"uoh": 5, "oho": 120, "quo": 151, "hog": 312, "uo": 657, "oh": 671, "qu": 4369, "og": 8345, "ho": 12783}
prizegivings	7.353943	{"zeg": 2, "giv": 108, "egi": 451, "vin": 892, "ivi": 1151, "riz": 1249, "pri": 1258, "eg": 3368, "ize": 4127, "ngs": 4650, "gs": 5319, "ze": 5493, "vi": 5599, "iv": 5894, "gi": 7021, "iz": 7477, "pr": 9472, "ri": 27014, "ing": 27365, "ng": 31814, "in": 55898}
johns	7.353417	{"hns": 11, "ohn": 24, "joh": 28, "oh": 671, "hn": 745, "jo": 931, "ns": 16950}
gutka	7.352817	{"utk": 12, "tka": 16, "tk": 60, "gut": 115, "ka": 2086, "gu": 2868, "ut": 7768}
cribwork	7.352720	{"ibw": 4, "bwo": 22, "bw": 55, "rib": 600, "ork": 768, "cri": 1035, "wor": 1444, "rk": 1925, "wo": 2912, "ib": 3120, "cr": 6725, "or": 20985, "ri": 27014}
lez	7.352646	{"lez": 14, "ez": 435, "le": 25286}
trovafloxacin	7.352461	{"vaf": 2, "afl": 56, "lox": 70, "xac": 76, "oxa": 139, "ova": 271, "rov": 478, "flo": 698, "xa": 717, "aci": 1119, "cin": 1292, "ox": 1597, "af": 1859, "tro": 2920, "fl": 3513, "va": 3835, "ov": 4486, "ci": 8719, "ac": 12227, "lo": 14583, "tr": 14998, "ro": 21780, "in": 55898}
briefcases	7.352419	{"efc": 4, "fca": 8, "fc": 32, "ief": 135, "cas": 871, "bri": 927, "ase": 1308, "ef": 3008, "rie": 3041, "br": 4386, "ses": 9328, "ca": 15651, "as": 16255, "ie": 18678, "se": 24344, "ri": 27014, "es": 63456}
antiulcer	7.352232	{"iul": 3, "tiu": 67, "lce": 88, "ulc": 179, "lc": 944, "cer": 1161, "iu": 1219, "nti": 4407, "ant": 5711, "ul": 9579, "ce": 10121, "nt": 20842, "an": 27255, "ti": 41397, "er": 53857}
lowps	7.352136	{"wps": 7, "owp": 57, "wp": 99, "low": 1040, "ps": 3592, "ow": 4449, "lo": 14583}
boozey	7.352084	{"zey": 5, "ooz": 100, "oze": 143, "oz": 635, "boo": 654, "ey": 1679, "ze": 5493, "bo": 6341, "oo": 6917}
folksy	7.351849	{"ksy": 5, "olk": 117, "lks": 128, "fol": 405, "lk": 833, "sy": 2287, "ks": 2959, "fo": 4009, "ol": 14114}
ribworts	7.351834	{"ibw": 4, "bwo": 22, "bw": 55, "rts": 520, "rib": 600, "wor": 1444, "ort": 2098, "wo": 2912, "ib": 3120, "rt": 6302, "ts": 10527, "or": 20985, "ri": 27014}
pynes	7.351719	{"pyn": 6, "yne": 279, "py": 1116, "yn": 1495, "nes": 11012, "ne": 24341, "es": 63456}
chutzpahs	7.351285	{"tzp": 8, "zpa": 9, "zp": 15, "pah": 35, "utz": 57, "hut": 118, "ahs": 259, "chu": 399, "tz": 424, "ah": 1215, "hs": 1500, "hu": 2232, "ut": 7768, "pa": 9340, "ch": 15074}
prajnas	7.351077	{"ajn": 9, "jna": 12, "jn": 18, "raj": 72, "aj": 340, "pra": 650, "nas": 715, "pr": 9472, "na": 12129, "as": 16255, "ra": 26052}
exeunts	7.351076	{"xeu": 4, "eun": 67, "exe": 398, "xe": 1283, "unt": 1780, "nts": 2256, "eu": 2662, "ex": 4115, "ts": 10527, "un": 14179, "nt": 20842}
bremsstrahlung	7.350902	{"mss": 2, "ahl": 24, "hlu": 30, "sst": 58, "ems": 163, "rah": 180, "lun": 333, "ung": 689, "bre": 840, "hl": 1195, "ah": 1215, "rem": 1222, "str": 3593, "ms": 4377, "br": 4386, "tra": 4616, "lu": 5008, "em": 8854, "un": 14179, "tr": 14998, "ss": 16363, "ra": 26052, "st": 28623, "re": 31607, "ng": 31814}
qanuns	7.350764	{"qan": 5, "qa": 105, "nun": 162, "anu": 271, "uns": 1116, "nu": 2294, "un": 14179, "ns": 16950, "an": 27255}
backveld	7.350749	{"ckv": 4, "kve": 23, "kv": 50, "eld": 404, "bac": 1140, "vel": 1223, "ld": 2067, "ack": 2441, "ck": 7116, "ba": 7263, "ac": 12227, "ve": 12649, "el": 14244}
bryndzas	7.350744	{"dza": 6, "ndz": 12, "dz": 53, "bry": 65, "zas": 77, "ynd": 85, "ryn": 120, "yn": 1495, "za": 2328, "ry": 4298, "br": 4386, "nd": 10940, "as": 16255}
picquet	7.350694	{"icq": 4, "cq": 151, "cqu": 151, "uet": 246, "pic": 1000, "que": 1235, "ue": 2745, "qu": 4369, "pi": 8218, "et": 13963, "ic": 22117}
softcover	7.350634	{"ftc": 3, "tco": 88, "sof": 103, "oft": 154, "cov": 237, "ft": 1185, "of": 1745, "tc": 1789, "ove": 3564, "ov": 4486, "ver": 5208, "so": 6604, "ve": 12649, "co": 18297, "er": 53857}
policyholders	7.350547	{"cyh": 2, "yho": 64, "icy": 101, "yh": 145, "lde": 527, "old": 767, "hol": 1297, "pol": 1643, "lic": 1734, "cy": 2029, "ld": 2067, "oli": 2264, "der": 3839, "po": 9502, "ers": 11175, "ho": 12783, "ol": 14114, "rs": 15538, "de": 17740, "ic": 22117, "li": 27677, "er": 53857}
tehr	7.350446	{"teh": 16, "ehr": 17, "eh": 1061, "hr": 2638, "te": 33606}
wongiing	7.350357	{"gii": 4, "iin": 41, "won": 93, "ii": 153, "ngi": 804, "ong": 1150, "wo": 2912, "gi": 7021, "ing": 27365, "ng": 31814, "on": 34070, "in": 55898}
manuhiris	7.350268	{"nuh": 4, "uhi": 10, "uh": 111, "anu": 271, "hir": 437, "iri": 684, "nu": 2294, "man": 2896, "ris": 3361, "ir": 6045, "hi": 11300, "ma": 13966, "ri": 27014, "an": 27255, "is": 31626}
nikkeijin	7.350068	{"eij": 6, "iji": 13, "ikk": 27, "kei": 41, "kke": 48, "jin": 72, "nik": 94, "ij": 123, "kk": 167, "ji": 440, "ik": 1699, "ei": 3326, "ke": 6801, "ni": 15928, "in": 55898}
pawnors	7.349897	{"wno": 4, "paw": 92, "awn": 194, "nor": 710, "wn": 1048, "aw": 1826, "ors": 2047, "pa": 9340, "no": 10594, "rs": 15538, "or": 20985}
towkays	7.349804	{"wka": 5, "owk": 31, "kay": 40, "wk": 185, "tow": 278, "ays": 523, "ka": 2086, "ay": 2419, "ys": 2811, "ow": 4449, "to": 15280}
pyrgeometers	7.349739	{"yrg": 2, "eom": 203, "pyr": 424, "geo": 498, "rge": 732, "py": 1116, "yr": 1188, "ete": 2268, "rg": 2514, "met": 2759, "ome": 2768, "eo": 3457, "ge": 9698, "ter": 10986, "ers": 11175, "om": 11650, "et": 13963, "me": 14687, "rs": 15538, "te": 33606, "er": 53857}
dvandva	7.349707	{"ndv": 6, "dva": 43, "dv": 289, "van": 487, "and": 3227, "va": 3835, "nd": 10940, "an": 27255}
yaird	7.349469	{"yai": 6, "ird": 389, "air": 918, "ya": 1450, "rd": 4404, "ai": 5942, "ir": 6045}
telnyashki	7.349468	{"lny": 4, "hki": 18, "eln": 28, "shk": 32, "hk": 62, "nya": 70, "yas": 114, "ln": 742, "ash": 1090, "ny": 1214, "tel": 1369, "ya": 1450, "ki": 4856, "sh": 9655, "el": 14244, "as": 16255, "te": 33606}
kiwis	7.349393	{"kiw": 8, "iwi": 30, "iw": 109, "wis": 287, "wi": 2990, "ki": 4856, "is": 31626}
fyles	7.349386	{"fyl": 6, "yle": 390, "fy": 616, "yl": 2292, "les": 4607, "le": 25286, "es": 63456}
cairngorm	7.349277	{"rng": 3, "irn": 56, "cai": 129, "ngo": 360, "gor": 364, "air": 918, "orm": 1320, "rn": 3195, "go": 3757, "rm": 4458, "ai": 5942, "ir": 6045, "ca": 15651, "or": 20985, "ng": 31814}
keffiyeh	7.349254	{"iye": 9, "yeh": 11, "fiy": 14, "kef": 34, "iy": 126, "eff": 274, "ffi": 655, "eh": 1061, "ye": 1568, "ff": 2654, "ef": 3008, "fi": 6074, "ke": 6801}
kibitka	7.349237	{"itk": 6, "tka": 16, "kib": 51, "tk": 60, "ibi": 605, "bit": 776, "ka": 2086, "ib": 3120, "ki": 4856, "bi": 8414, "it": 19542}
wehraboo	7.349137	{"weh": 4, "ehr": 17, "hra": 276, "abo": 649, "boo": 654, "eh": 1061, "rab": 1073, "hr": 2638, "we": 3183, "bo": 6341, "oo": 6917, "ab": 8903, "ra": 26052}
yeggs	7.349101	{"yeg": 8, "ggs": 25, "egg": 203, "ye": 1568, "gg": 2150, "eg": 3368, "gs": 5319}
yuvaraja	7.348897	{"yuv": 4, "uva": 39, "aja": 69, "raj": 72, "yu": 212, "aj": 340, "uv": 382, "var": 397, "ja": 1254, "ara": 1984, "va": 3835, "ar": 23319, "ra": 26052}
bibingka	7.348712	{"gka": 5, "ngk": 23, "gk": 25, "bib": 152, "ibi": 605, "bin": 837, "ka": 2086, "ib": 3120, "bi": 8414, "ing": 27365, "ng": 31814, "in": 55898}
mikveh	7.348368	{"ikv": 11, "kve": 23, "veh": 28, "mik": 35, "kv": 50, "eh": 1061, "ik": 1699, "ve": 12649, "mi": 13679}
suovetaurilias	7.348153	{"uov": 2, "suo": 11, "tau": 159, "vet": 218, "aur": 362, "uo": 657, "ril": 745, "lia": 1039, "eta": 1360, "uri": 1672, "ias": 1954, "ove": 3564, "ili": 3802, "au": 4224, "ov": 4486, "su": 7091, "ur": 10931, "ia": 11793, "ve": 12649, "il": 12822, "et": 13963, "ta": 15325, "as": 16255, "ri": 27014, "li": 27677}
goodby	7.347915	{"dby": 6, "odb": 23, "goo": 252, "db": 392, "by": 471, "ood": 1152, "go": 3757, "od": 5255, "oo": 6917}
yaourt	7.347853	{"yao": 6, "aou": 22, "ao": 280, "urt": 344, "ya": 1450, "our": 1591, "rt": 6302, "ur": 10931, "ou": 13344}
giffgaffed	7.347514	{"ffg": 6, "fga": 9, "fg": 20, "gaf": 32, "gif": 45, "fed": 298, "iff": 479, "ffe": 646, "aff": 704, "af": 1859, "ff": 2654, "if": 4106, "fe": 4200, "ga": 5763, "gi": 7021, "ed": 27846}
fishskins	7.347447	{"hsk": 4, "shs": 9, "ski": 663, "fis": 736, "hs": 1500, "sk": 1833, "kin": 2435, "ish": 2618, "ins": 2804, "ki": 4856, "fi": 6074, "sh": 9655, "ns": 16950, "is": 31626, "in": 55898}
dakhma	7.347365	{"khm": 6, "dak": 37, "akh": 61, "hma": 175, "kh": 443, "hm": 700, "ak": 2624, "da": 5117, "ma": 13966}
shipgirls	7.347105	{"ipg": 4, "pgi": 12, "pg": 76, "rls": 104, "gir": 241, "irl": 262, "hip": 1167, "rl": 2073, "shi": 2214, "ls": 4584, "ip": 4650, "ir": 6045, "gi": 7021, "sh": 9655, "hi": 11300}
shuvits	7.347060	{"huv": 4, "uvi": 142, "shu": 188, "uv": 382, "its": 546, "vit": 778, "hu": 2232, "vi": 5599, "sh": 9655, "ts": 10527, "it": 19542}
dexrazoxanes	7.346879	{"exr": 5, "xra": 7, "xr": 11, "zox": 22, "xan": 127, "oxa": 139, "dex": 151, "raz": 228, "azo": 300, "xa": 717, "zo": 1311, "ane": 1351, "az": 1383, "ox": 1597, "ex": 4115, "nes": 11012, "de": 17740, "ne": 24341, "ra": 26052, "an": 27255, "es": 63456}
caixinhas	7.346851	{"aix": 3, "ixi": 120, "cai": 129, "inh": 227, "nha": 253, "xin": 282, "has": 614, "ix": 657, "nh": 825, "xi": 1629, "ai": 5942, "ha": 10764, "ca": 15651, "as": 16255, "in": 55898}
tikbalang	7.346761	{"ikb": 3, "kba": 68, "tik": 85, "kb": 300, "bal": 1084, "ala": 1315, "ik": 1699, "ang": 1972, "lan": 2308, "ba": 7263, "la": 18073, "an": 27255, "al": 27586, "ng": 31814, "ti": 41397}
swimwear	7.346728	{"imw": 5, "mwe": 13, "wim": 53, "mw": 70, "swi": 303, "wea": 463, "sw": 1315, "ear": 1834, "wi": 2990, "we": 3183, "im": 6699, "ea": 11426, "ar": 23319}
weekdays	7.346459	{"ekd": 4, "kda": 25, "kd": 82, "day": 223, "eek": 225, "ays": 523, "wee": 582, "ek": 666, "ay": 2419, "ys": 2811, "we": 3183, "da": 5117, "ee": 6626}
mamluks	7.346273	{"mlu": 5, "luk": 39, "aml": 59, "uks": 69, "mam": 183, "ml": 274, "uk": 543, "ks": 2959, "lu": 5008, "am": 8854, "ma": 13966}
gezerah	7.346254	{"gez": 4, "eze": 125, "rah": 180, "ez": 435, "zer": 698, "ah": 1215, "era": 3297, "ze": 5493, "ge": 9698, "ra": 26052, "er": 53857}
ajmaline	7.346152	{"ajm": 9, "jma": 9, "jm": 11, "aj": 340, "mal": 1199, "lin": 5706, "ine": 6416, "ali": 6783, "ma": 13966, "ne": 24341, "al": 27586, "li": 27677, "in": 55898}
naans	7.345883	{"naa": 8, "aan": 24, "aa": 269, "ans": 2496, "na": 12129, "ns": 16950, "an": 27255}
houhere	7.345835	{"ouh": 6, "uhe": 11, "uh": 111, "hou": 806, "her": 3622, "ere": 3676, "ho": 12783, "ou": 13344, "he": 15118, "re": 31607, "er": 53857}
buats	7.345051	{"bua": 6, "uat": 501, "ats": 681, "ua": 3275, "bu": 3856, "ts": 10527, "at": 33338}
caodaisms	7.344954	{"aod": 4, "cao": 10, "dai": 198, "ao": 280, "oda": 285, "ais": 502, "sms": 1777, "ism": 3733, "ms": 4377, "da": 5117, "od": 5255, "sm": 5634, "ai": 5942, "ca": 15651, "is": 31626}
dukkha	7.344819	{"kkh": 7, "ukk": 31, "duk": 36, "kha": 163, "kk": 167, "kh": 443, "uk": 543, "du": 2718, "ha": 10764}
samizdats	7.344810	{"izd": 4, "zda": 14, "zd": 30, "sam": 275, "miz": 318, "dat": 646, "ats": 681, "ami": 1586, "da": 5117, "iz": 7477, "sa": 7941, "am": 8854, "ts": 10527, "mi": 13679, "at": 33338}
tachyzoites	7.344540	{"hyz": 3, "yzo": 10, "zoi": 83, "yz": 159, "oit": 209, "chy": 356, "tac": 658, "zo": 1311, "ach": 1595, "ite": 3802, "oi": 3945, "hy": 4712, "tes": 4840, "ac": 12227, "ch": 15074, "ta": 15325, "it": 19542, "te": 33606, "es": 63456}
bruhaha	7.344518	{"ruh": 7, "uha": 17, "hah": 52, "aha": 111, "uh": 111, "bru": 277, "ah": 1215, "br": 4386, "ru": 4632, "ha": 10764}
postviral	7.343850	{"tvi": 4, "stv": 11, "tv": 55, "vir": 406, "ira": 544, "pos": 1746, "ral": 1910, "ost": 2127, "vi": 5599, "ir": 6045, "po": 9502, "os": 11445, "ra": 26052, "al": 27586, "st": 28623}
dybbukkim	7.343762	{"ybb": 6, "dyb": 24, "bbu": 26, "kki": 29, "ukk": 31, "buk": 36, "kim": 81, "kk": 167, "yb": 487, "uk": 543, "dy": 1279, "bb": 1577, "bu": 3856, "ki": 4856, "im": 6699}
pyxed	7.343701	{"pyx": 10, "yxe": 19, "yx": 93, "xed": 182, "py": 1116, "xe": 1283, "ed": 27846}
surfcaster	7.343697	{"rfc": 4, "fca": 8, "fc": 32, "urf": 243, "cas": 871, "sur": 1116, "rf": 1263, "ast": 3232, "ste": 4062, "su": 7091, "ur": 10931, "ter": 10986, "ca": 15651, "as": 16255, "st": 28623, "te": 33606, "er": 53857}
chacmools	7.343299	{"cmo": 4, "acm": 15, "cm": 27, "hac": 256, "moo": 374, "ols": 429, "ool": 618, "cha": 2580, "ls": 4584, "oo": 6917, "mo": 9202, "ha": 10764, "ac": 12227, "ol": 14114, "ch": 15074}
kek	7.343250	{"kek": 14, "ek": 666, "ke": 6801}
kek'd	7.343250	{"kek": 14, "ek": 666, "ke": 6801}
gawsy	7.343101	{"wsy": 7, "gaw": 51, "aws": 174, "ws": 895, "aw": 1826, "sy": 2287, "ga": 5763}
yavis	7.343034	{"yav": 6, "avi": 712, "vis": 872, "ya": 1450, "av": 2788, "vi": 5599, "is": 31626}
joeys	7.342923	{"joe": 8, "oey": 25, "eys": 338, "jo": 931, "ey": 1679, "oe": 2112, "ys": 2811}
jodel	7.342867	{"jod": 6, "del": 735, "jo": 931, "ode": 971, "od": 5255, "el": 14244, "de": 17740}
baos	7.342736	{"bao": 11, "aos": 37, "ao": 280, "ba": 7263, "os": 11445}
boxworks	7.342699	{"oxw": 6, "xwo": 10, "xw": 25, "box": 306, "rks": 395, "ork": 768, "wor": 1444, "ox": 1597, "rk": 1925, "wo": 2912, "ks": 2959, "bo": 6341, "or": 20985}
pya	7.342390	{"pya": 14, "py": 1116, "ya": 1450}
spaff	7.342169	{"paf": 6, "aff": 704, "spa": 936, "af": 1859, "ff": 2654, "sp": 6588, "pa": 9340}
voivodes	7.341998	{"oiv": 4, "vod": 37, "voi": 132, "ivo": 212, "ode": 971, "vo": 2057, "des": 2372, "oi": 3945, "od": 5255, "iv": 5894, "de": 17740, "es": 63456}
kyogens	7.341972	{"kyo": 4, "yog": 77, "ky": 555, "yo": 1169, "oge": 1253, "ens": 2249, "gen": 2481, "og": 8345, "ge": 9698, "ns": 16950, "en": 28336}
jajangmyeon	7.341927	{"jaj": 5, "gmy": 11, "yeo": 14, "ngm": 34, "aja": 69, "mye": 83, "jan": 113, "eon": 327, "aj": 340, "gm": 603, "ja": 1254, "my": 1322, "ye": 1568, "ang": 1972, "eo": 3457, "an": 27255, "ng": 31814, "on": 34070}
dohs	7.341813	{"ohs": 15, "doh": 19, "oh": 671, "hs": 1500, "do": 6057}
lebkuchenherz	7.341749	{"bku": 4, "ebk": 8, "kuc": 14, "bk": 36, "erz": 36, "enh": 115, "rz": 117, "nhe": 193, "leb": 314, "ku": 497, "uch": 560, "nh": 825, "hen": 1000, "eb": 2385, "che": 3351, "her": 3622, "uc": 3665, "ch": 15074, "he": 15118, "le": 25286, "en": 28336, "er": 53857}
boxwoods	7.341517	{"oxw": 6, "xwo": 10, "xw": 25, "box": 306, "ods": 488, "woo": 631, "ood": 1152, "ox": 1597, "wo": 2912, "ds": 4535, "od": 5255, "bo": 6341, "oo": 6917}
pigskin	7.341422	{"gsk": 4, "igs": 94, "pig": 274, "ski": 663, "sk": 1833, "kin": 2435, "ki": 4856, "gs": 5319, "ig": 5744, "pi": 8218, "in": 55898}
bibhitaki	7.341097	{"ibh": 4, "bhi": 11, "bh": 140, "bib": 152, "tak": 217, "aki": 557, "hit": 562, "ita": 1803, "ak": 2624, "ib": 3120, "ki": 4856, "bi": 8414, "hi": 11300, "ta": 15325, "it": 19542}
termtimes	7.340920	{"rmt": 4, "mti": 10, "mt": 93, "tim": 958, "ime": 1238, "mes": 1246, "erm": 1971, "rm": 4458, "im": 6699, "ter": 10986, "me": 14687, "te": 33606, "ti": 41397, "er": 53857, "es": 63456}
l'chayim	7.340866	{"yim": 5, "hay": 86, "ayi": 191, "yi": 1358, "ay": 2419, "cha": 2580, "im": 6699, "ha": 10764, "ch": 15074}
vehm	7.340805	{"ehm": 12, "veh": 28, "hm": 700, "eh": 1061, "ve": 12649}
piwakawakas	7.340568	{"piw": 4, "kaw": 36, "iwa": 37, "wak": 100, "iw": 109, "aka": 181, "kas": 186, "awa": 293, "aw": 1826, "ka": 2086, "ak": 2624, "wa": 4375, "pi": 8218, "as": 16255}
zufolos	7.340518	{"zuf": 5, "ufo": 18, "zu": 163, "fol": 405, "uf": 863, "los": 871, "olo": 3627, "fo": 4009, "os": 11445, "ol": 14114, "lo": 14583}
devshirme	7.340493	{"vsh": 4, "evs": 12, "vs": 59, "irm": 167, "dev": 359, "hir": 437, "rme": 668, "shi": 2214, "ev": 2630, "rm": 4458, "ir": 6045, "sh": 9655, "hi": 11300, "me": 14687, "de": 17740}
buvette	7.340420	{"buv": 4, "uve": 122, "vet": 218, "uv": 382, "ett": 1399, "tte": 2221, "bu": 3856, "tt": 5383, "ve": 12649, "et": 13963, "te": 33606}
mettwurst	7.340308	{"ttw": 5, "twu": 8, "wur": 39, "wu": 124, "rst": 566, "urs": 803, "tw": 999, "ett": 1399, "met": 2759, "tt": 5383, "ur": 10931, "et": 13963, "me": 14687, "rs": 15538, "st": 28623}
cuvette	7.340151	{"cuv": 4, "uve": 122, "vet": 218, "uv": 382, "ett": 1399, "tte": 2221, "cu": 5334, "tt": 5383, "ve": 12649, "et": 13963, "te": 33606}
sheikdom	7.340068	{"ikd": 4, "kdo": 40, "eik": 47, "kd": 82, "hei": 255, "dom": 680, "ik": 1699, "she": 2050, "ei": 3326, "do": 6057, "sh": 9655, "om": 11650, "he": 15118}
guksu	7.339881	{"guk": 9, "ksu": 24, "uks": 69, "uk": 543, "gu": 2868, "ks": 2959, "su": 7091}
zwischenzug	7.339800	{"nzu": 6, "zug": 6, "zwi": 13, "zw": 34, "zu": 163, "enz": 206, "wis": 287, "nz": 369, "sch": 919, "hen": 1000, "isc": 1210, "ug": 2037, "wi": 2990, "che": 3351, "sc": 7227, "ch": 15074, "he": 15118, "en": 28336, "is": 31626}
hypnums	7.339794	{"pnu": 4, "ypn": 131, "num": 323, "pn": 342, "ums": 903, "hyp": 1221, "nu": 2294, "yp": 2421, "ms": 4377, "hy": 4712, "um": 6434}
takoyaki	7.339720	{"koy": 4, "yak": 78, "ako": 79, "oya": 167, "tak": 217, "aki": 557, "oy": 965, "ko": 971, "ya": 1450, "ak": 2624, "ki": 4856, "ta": 15325}
tamizdats	7.339347	{"izd": 4, "zda": 14, "zd": 30, "miz": 318, "tam": 587, "dat": 646, "ats": 681, "ami": 1586, "da": 5117, "iz": 7477, "am": 8854, "ts": 10527, "mi": 13679, "ta": 15325, "at": 33338}
coxswains	7.339136	{"xsw": 4, "oxs": 15, "cox": 46, "xs": 67, "wai": 199, "swa": 367, "sw": 1315, "ox": 1597, "ain": 1877, "ins": 2804, "wa": 4375, "ai": 5942, "ns": 16950, "co": 18297, "in": 55898}
